BioGRID ID Interactor A,BioGRID ID Interactor B,Official Symbol Interactor A,Official Symbol Interactor B,Experimental System
106844,106841,APOD,APOC2,Cross-Linking-MS (XL-MS)
106844,112199,APOD,SAA4,Cross-Linking-MS (XL-MS)
4383915,106832,S,APOA1,Cross-Linking-MS (XL-MS)
4383915,106841,S,APOC2,Cross-Linking-MS (XL-MS)
4383915,125602,S,ANTXR2,Cross-Linking-MS (XL-MS)
4383915,107821,S,CSE1L,Cross-Linking-MS (XL-MS)
106833,106832,APOA2,APOA1,Cross-Linking-MS (XL-MS)
106757,109903,AMBP,ITIH1,Cross-Linking-MS (XL-MS)
109903,109904,ITIH1,ITIH2,Cross-Linking-MS (XL-MS)
107181,107179,C4A,C3,Cross-Linking-MS (XL-MS)
112199,106832,SAA4,APOA1,Cross-Linking-MS (XL-MS)
111251,106835,PGK1,APOB,Cross-Linking-MS (XL-MS)
106757,109904,AMBP,ITIH2,Cross-Linking-MS (XL-MS)
107179,109905,C3,ITIH3,Cross-Linking-MS (XL-MS)
107179,107181,C3,C4A,Cross-Linking-MS (XL-MS)
108307,106715,SERPINB1,ALB,Cross-Linking-MS (XL-MS)
107182,107179,C4B,C3,Cross-Linking-MS (XL-MS)
112199,106833,SAA4,APOA2,Cross-Linking-MS (XL-MS)
110105,106715,LAMA5,ALB,Cross-Linking-MS (XL-MS)
112197,106833,SAA2,APOA2,Cross-Linking-MS (XL-MS)
110742,122494,PPP1R12A,AHNAK,Cross-Linking-MS (XL-MS)
108166,107098,DSP,CFB,Cross-Linking-MS (XL-MS)
107179,109709,C3,IGFBP5,Cross-Linking-MS (XL-MS)
110026,106953,KNG1,SERPINC1,Cross-Linking-MS (XL-MS)
106953,117334,SERPINC1,LMOD1,Cross-Linking-MS (XL-MS)
109904,109903,ITIH2,ITIH1,Cross-Linking-MS (XL-MS)
106832,122494,APOA1,AHNAK,Cross-Linking-MS (XL-MS)
116196,106715,SPINK5,ALB,Cross-Linking-MS (XL-MS)
106835,112197,APOB,SAA2,Cross-Linking-MS (XL-MS)
109500,111357,HPX,PLEK,Cross-Linking-MS (XL-MS)
124855,106835,NEXN,APOB,Cross-Linking-MS (XL-MS)
110712,106715,MYH9,ALB,Cross-Linking-MS (XL-MS)
106833,107664,APOA2,CNN1,Cross-Linking-MS (XL-MS)
106838,106833,APOC1,APOA2,Cross-Linking-MS (XL-MS)
110057,106715,KRT12,ALB,Cross-Linking-MS (XL-MS)
109480,109289,HP,HBA1,Cross-Linking-MS (XL-MS)
106835,117715,APOB,MYOF,Cross-Linking-MS (XL-MS)
110713,107179,MYH10,C3,Cross-Linking-MS (XL-MS)
106832,112197,APOA1,SAA2,Cross-Linking-MS (XL-MS)
106953,110026,SERPINC1,KNG1,Cross-Linking-MS (XL-MS)
109500,107681,HPX,COL4A2,Cross-Linking-MS (XL-MS)
112196,112199,SAA1,SAA4,Cross-Linking-MS (XL-MS)
112197,106844,SAA2,APOD,Cross-Linking-MS (XL-MS)
106715,113251,ALB,VASP,Cross-Linking-MS (XL-MS)
113124,107179,TTN,C3,Cross-Linking-MS (XL-MS)
112196,106833,SAA1,APOA2,Cross-Linking-MS (XL-MS)
112196,106832,SAA1,APOA1,Cross-Linking-MS (XL-MS)
112196,112197,SAA1,SAA2,Cross-Linking-MS (XL-MS)
106832,112196,APOA1,SAA1,Cross-Linking-MS (XL-MS)
128199,106715,KRT78,ALB,Cross-Linking-MS (XL-MS)
112196,106845,SAA1,APOE,Cross-Linking-MS (XL-MS)
112196,107664,SAA1,CNN1,Cross-Linking-MS (XL-MS)
108117,106715,DYNC1H1,ALB,Cross-Linking-MS (XL-MS)
106835,106715,APOB,ALB,Cross-Linking-MS (XL-MS)
107190,107748,C6,CP,Cross-Linking-MS (XL-MS)
112587,106715,SPTAN1,ALB,Cross-Linking-MS (XL-MS)
107190,112590,C6,SPTBN2,Cross-Linking-MS (XL-MS)
108535,108534,FGB,FGA,Cross-Linking-MS (XL-MS)
111076,107179,PEBP1,C3,Cross-Linking-MS (XL-MS)
106953,106530,SERPINC1,SERPINA3,Cross-Linking-MS (XL-MS)
107179,107182,C3,C4B,Cross-Linking-MS (XL-MS)
106841,106833,APOC2,APOA2,Cross-Linking-MS (XL-MS)
107193,107192,C8B,C8A,Cross-Linking-MS (XL-MS)
112197,106832,SAA2,APOA1,Cross-Linking-MS (XL-MS)
106842,106833,APOC3,APOA2,Cross-Linking-MS (XL-MS)
107603,112197,CLU,SAA2,Cross-Linking-MS (XL-MS)
106845,106833,APOE,APOA2,Cross-Linking-MS (XL-MS)
107664,106832,CNN1,APOA1,Cross-Linking-MS (XL-MS)
110714,107603,MYH11,CLU,Cross-Linking-MS (XL-MS)
106575,109189,ACTB,GSN,Cross-Linking-MS (XL-MS)
106842,106832,APOC3,APOA1,Cross-Linking-MS (XL-MS)
108908,108237,GC,EEF1A1,Cross-Linking-MS (XL-MS)
107664,106833,CNN1,APOA2,Cross-Linking-MS (XL-MS)
115437,106835,BCAP31,APOB,Cross-Linking-MS (XL-MS)
121864,121864,ACE2,ACE2,Reconstituted Complex
121864,4383848,ACE2,S,Reconstituted Complex
4383854,4383854,nsp5,nsp5,Co-crystal Structure
4383854,4383854,nsp5,nsp5,Reconstituted Complex
113010,110358,TP53,MDM2,Affinity Capture-Western
4383848,128394,S,STT3B,Affinity Capture-Western
125431,112099,GBP5,RPN1,Affinity Capture-Western
125431,112100,GBP5,RPN2,Affinity Capture-Western
125431,108017,GBP5,DDOST,Affinity Capture-Western
4383854,4383854,nsp5,nsp5,Co-crystal Structure
4383943,4383943,nsp5ab,nsp5ab,Co-crystal Structure
4383890,4383890,nsp5ab,nsp5ab,Co-crystal Structure
4383854,4383854,nsp5,nsp5,Reconstituted Complex
127480,4383848,SLC38A9,S,Co-localization
127480,4383848,SLC38A9,S,Affinity Capture-Western
4383848,127480,S,SLC38A9,Affinity Capture-Western
121864,4383848,ACE2,S,Reconstituted Complex
121864,4383848,ACE2,S,Reconstituted Complex
4383848,121864,S,ACE2,Reconstituted Complex
109350,4383847,HLA-A,N,Co-crystal Structure
108237,4383916,EEF1A1,N,Affinity Capture-Western
108237,4383878,EEF1A1,N,Affinity Capture-Western
108237,4383878,EEF1A1,N,Co-localization
108237,106575,EEF1A1,ACTB,Affinity Capture-Western
4383848,121864,S,ACE2,Reconstituted Complex
4383848,121864,S,ACE2,Reconstituted Complex
4383848,4383848,S,S,Co-crystal Structure
4383848,4383848,S,S,Co-crystal Structure
111564,111564,PRKCA,PRKCA,Biochemical Activity
109187,109187,GSK3B,GSK3B,Biochemical Activity
111581,111581,MAPK3,MAPK3,Biochemical Activity
107841,107841,CSNK2A1,CSNK2A1,Biochemical Activity
119824,119824,CSNK1G1,CSNK1G1,Biochemical Activity
107837,107837,CSNK1D,CSNK1D,Biochemical Activity
107836,107836,CSNK1A1,CSNK1A1,Biochemical Activity
107452,107452,CDK2,CDK2,Biochemical Activity
111564,4383847,PRKCA,N,Biochemical Activity
109187,4383847,GSK3B,N,Biochemical Activity
4383847,115448,N,G3BP1,Affinity Capture-MS
4383847,115448,N,G3BP1,Affinity Capture-Western
4383847,115237,N,G3BP2,Affinity Capture-Western
4383847,3951214,N,G3BP1,Affinity Capture-Western
4383847,3942214,N,G3BP2,Affinity Capture-Western
115448,110110,G3BP1,LAMP1,Affinity Capture-MS
115448,110114,G3BP1,LAMP2,Affinity Capture-MS
118783,115912,LAMTOR2,RRAGA,Affinity Capture-Western
121591,120336,NUFIP2,LAMTOR1,Affinity Capture-Western
121591,118783,NUFIP2,LAMTOR2,Affinity Capture-Western
121591,114201,NUFIP2,LAMTOR3,Affinity Capture-Western
121591,133178,NUFIP2,LAMTOR4,Affinity Capture-Western
121591,115796,NUFIP2,LAMTOR5,Affinity Capture-Western
118783,121591,LAMTOR2,NUFIP2,Affinity Capture-Western
110155,121591,LGALS8,NUFIP2,Reconstituted Complex
110155,115448,LGALS8,G3BP1,Reconstituted Complex
116465,121591,GABARAP,NUFIP2,Reconstituted Complex
117223,121591,GABARAPL1,NUFIP2,Reconstituted Complex
116465,115448,GABARAP,G3BP1,Reconstituted Complex
117223,115448,GABARAPL1,G3BP1,Reconstituted Complex
116465,121591,GABARAP,NUFIP2,Affinity Capture-Western
121591,115448,NUFIP2,G3BP1,Reconstituted Complex
115448,121591,G3BP1,NUFIP2,Reconstituted Complex
121591,115448,NUFIP2,G3BP1,Affinity Capture-Western
4383868,116181,ORF3a,GCN1L1,Affinity Capture-Western
4383852,4383847,nsp3,N,Reconstituted Complex
32225,32225,SUP35,SUP35,Reconstituted Complex
121864,4383848,ACE2,S,Reconstituted Complex
121864,4383848,ACE2,S,PCA
121864,120108,ACE2,SLC6A20,Co-crystal Structure
111973,4383845,BRD2,E,Affinity Capture-Western
117036,4383845,BRD4,E,Affinity Capture-Western
4383845,111973,E,BRD2,Affinity Capture-Western
4383845,117036,E,BRD4,Affinity Capture-Western
111973,4383845,BRD2,E,Co-localization
4383873,111302,ORF8,PIGR,Affinity Capture-Western
4383873,111302,ORF8,PIGR,Co-localization
4383847,106617,N,ADAR,Affinity Capture-MS
4383847,115486,N,ALYREF,Affinity Capture-MS
4383847,107167,N,BYSL,Affinity Capture-MS
4383847,3194057,N,C11orf98,Affinity Capture-MS
4383847,110252,N,CAPRIN1,Affinity Capture-MS
4383847,125411,N,CCDC124,Affinity Capture-MS
4383847,107424,N,CDC5L,Affinity Capture-MS
4383847,117547,N,CHTOP,Affinity Capture-MS
4383847,113387,N,CNBP,Affinity Capture-MS
4383847,107709,N,COPA,Affinity Capture-MS
4383847,114625,N,DDX21,Affinity Capture-MS
4383847,108020,N,DDX3X,Affinity Capture-MS
4383847,108021,N,DDX5,Affinity Capture-MS
4383847,122480,N,DDX50,Affinity Capture-MS
4383847,116571,N,DHX30,Affinity Capture-MS
4383847,108025,N,DHX9,Affinity Capture-MS
4383847,114340,N,DPM1,Affinity Capture-MS
4383847,116166,N,EBNA1BP2,Affinity Capture-MS
4383847,114411,N,EIF2S2,Affinity Capture-MS
4383847,108287,N,EIF2S3,Affinity Capture-MS
4383847,119217,N,EXOSC3,Affinity Capture-MS
4383847,116805,N,FAM120A,Affinity Capture-MS
4383847,108491,N,FAU,Affinity Capture-MS
4383847,114890,N,FXR2,Affinity Capture-MS
4383847,115448,N,G3BP1,Affinity Capture-MS
4383847,115237,N,G3BP2,Affinity Capture-MS
4383847,117690,N,GNL3,Affinity Capture-MS
4383847,109182,N,GRSF1,Affinity Capture-MS
4383847,109187,N,GSK3B,Affinity Capture-MS
4383847,117104,N,GTPBP4,Affinity Capture-MS
4383847,114461,N,H1FX,Affinity Capture-MS
4383847,109263,N,HIST1H1E,Affinity Capture-MS
4383847,113927,N,HIST1H2AJ,Affinity Capture-MS
4383847,113945,N,HIST2H2BE,Affinity Capture-MS
4383847,136289,N,H3F3C,Affinity Capture-MS
4383847,109420,N,HNRNPA1,Affinity Capture-MS
4383847,109422,N,HNRNPA2B1,Affinity Capture-MS
4383847,109424,N,HNRNPC,Affinity Capture-MS
4383847,115308,N,HNRNPDL,Affinity Capture-MS
4383847,109426,N,HNRNPF,Affinity Capture-MS
4383847,109431,N,HNRNPK,Affinity Capture-MS
4383847,110751,N,HNRNPM,Affinity Capture-MS
4383847,115530,N,HNRNPR,Affinity Capture-MS
4383847,109433,N,HNRNPU,Affinity Capture-MS
4383847,109535,N,HSPA1A,Affinity Capture-MS
4383847,115886,N,IGF2BP1,Affinity Capture-MS
4383847,115887,N,IGF2BP3,Affinity Capture-MS
4383847,109822,N,ILF3,Affinity Capture-MS
4383847,114048,N,IRS4,Affinity Capture-MS
4383847,115900,N,KHDRBS1,Affinity Capture-MS
4383847,114139,N,KHSRP,Affinity Capture-MS
4383847,110036,N,KPNA2,Affinity Capture-MS
4383847,116947,N,LARP1,Affinity Capture-MS
4383847,120649,N,LRRC59,Affinity Capture-MS
4383847,124379,N,LTV1,Affinity Capture-MS
4383847,120780,N,LYAR,Affinity Capture-MS
4383847,115126,N,MATR3,Affinity Capture-MS
4383847,110340,N,MCM3,Affinity Capture-MS
4383847,122369,N,MRPL11,Affinity Capture-MS
4383847,118784,N,MRPS28,Affinity Capture-MS
4383847,122442,N,MRPS34,Affinity Capture-MS
4383847,124913,N,MTDH,Affinity Capture-MS
4383847,110771,N,NCL,Affinity Capture-MS
4383847,110904,N,NONO,Affinity Capture-MS
4383847,110929,N,NPM1,Affinity Capture-MS
4383847,111075,N,PA2G4,Affinity Capture-MS
4383847,113777,N,PABPN1,Affinity Capture-MS
4383847,106652,N,PARP1,Affinity Capture-MS
4383847,124296,N,PHF5A,Affinity Capture-MS
4383847,116310,N,PWP1,Affinity Capture-MS
4383847,111871,N,RBM4,Affinity Capture-MS
4383847,121001,N,RCC2,Affinity Capture-MS
4383847,112054,N,RPL10,Affinity Capture-MS
4383847,110813,N,RPL10A,Affinity Capture-MS
4383847,112055,N,RPL11,Affinity Capture-MS
4383847,112056,N,RPL12,Affinity Capture-MS
4383847,112057,N,RPL13,Affinity Capture-MS
4383847,117068,N,RPL13A,Affinity Capture-MS
4383847,114507,N,RPL14,Affinity Capture-MS
4383847,112058,N,RPL15,Affinity Capture-MS
4383847,112059,N,RPL17,Affinity Capture-MS
4383847,112061,N,RPL18,Affinity Capture-MS
4383847,112062,N,RPL18A,Affinity Capture-MS
4383847,112063,N,RPL19,Affinity Capture-MS
4383847,112064,N,RPL21,Affinity Capture-MS
4383847,112066,N,RPL22,Affinity Capture-MS
4383847,128356,N,RPL22L1,Affinity Capture-MS
4383847,114752,N,RPL23,Affinity Capture-MS
4383847,112067,N,RPL23A,Affinity Capture-MS
4383847,112071,N,RPL24,Affinity Capture-MS
4383847,112073,N,RPL26,Affinity Capture-MS
4383847,112074,N,RPL27,Affinity Capture-MS
4383847,112076,N,RPL27A,Affinity Capture-MS
4383847,112077,N,RPL28,Affinity Capture-MS
4383847,112078,N,RPL29,Affinity Capture-MS
4383847,112042,N,RPL3,Affinity Capture-MS
4383847,112075,N,RPL30,Affinity Capture-MS
4383847,112079,N,RPL31,Affinity Capture-MS
4383847,112080,N,RPL32,Affinity Capture-MS
4383847,112083,N,RPL34,Affinity Capture-MS
4383847,116392,N,RPL35,Affinity Capture-MS
4383847,112084,N,RPL35A,Affinity Capture-MS
4383847,117388,N,RPL36,Affinity Capture-MS
4383847,112092,N,RPL36A,Affinity Capture-MS
4383847,112086,N,RPL37,Affinity Capture-MS
4383847,112087,N,RPL37A,Affinity Capture-MS
4383847,112088,N,RPL38,Affinity Capture-MS
4383847,112089,N,RPL39,Affinity Capture-MS
4383847,112044,N,RPL4,Affinity Capture-MS
4383847,112045,N,RPL5,Affinity Capture-MS
4383847,112048,N,RPL6,Affinity Capture-MS
4383847,112049,N,RPL7,Affinity Capture-MS
4383847,112050,N,RPL7A,Affinity Capture-MS
4383847,112052,N,RPL8,Affinity Capture-MS
4383847,112053,N,RPL9,Affinity Capture-MS
4383847,112094,N,RPLP0,Affinity Capture-MS
4383847,112118,N,RPS10,Affinity Capture-MS
4383847,112119,N,RPS11,Affinity Capture-MS
4383847,112120,N,RPS12,Affinity Capture-MS
4383847,112121,N,RPS13,Affinity Capture-MS
4383847,112122,N,RPS14,Affinity Capture-MS
4383847,112123,N,RPS15,Affinity Capture-MS
4383847,112124,N,RPS15A,Affinity Capture-MS
4383847,112131,N,RPS16,Affinity Capture-MS
4383847,112132,N,RPS17,Affinity Capture-MS
4383847,112136,N,RPS18,Affinity Capture-MS
4383847,112137,N,RPS19,Affinity Capture-MS
4383847,112101,N,RPS2,Affinity Capture-MS
4383847,112138,N,RPS20,Affinity Capture-MS
4383847,112141,N,RPS21,Affinity Capture-MS
4383847,112142,N,RPS23,Affinity Capture-MS
4383847,112143,N,RPS24,Affinity Capture-MS
4383847,112144,N,RPS25,Affinity Capture-MS
4383847,112145,N,RPS26,Affinity Capture-MS
4383847,112146,N,RPS27,Affinity Capture-MS
4383847,112147,N,RPS27A,Affinity Capture-MS
4383847,112148,N,RPS28,Affinity Capture-MS
4383847,112149,N,RPS29,Affinity Capture-MS
4383847,112102,N,RPS3,Affinity Capture-MS
4383847,112103,N,RPS3A,Affinity Capture-MS
4383847,112105,N,RPS4X,Affinity Capture-MS
4383847,112107,N,RPS5,Affinity Capture-MS
4383847,112108,N,RPS6,Affinity Capture-MS
4383847,112115,N,RPS7,Affinity Capture-MS
4383847,112116,N,RPS8,Affinity Capture-MS
4383847,112117,N,RPS9,Affinity Capture-MS
4383847,119569,N,RTCB,Affinity Capture-MS
4383847,117571,N,SERBP1,Affinity Capture-MS
4383847,117016,N,SF3B3,Affinity Capture-MS
4383847,112319,N,SFPQ,Affinity Capture-MS
4383847,106789,N,SLC25A5,Affinity Capture-MS
4383847,124511,N,FAM207A,Affinity Capture-MS
4383847,117974,N,SND1,Affinity Capture-MS
4383847,112518,N,SNRPD3,Affinity Capture-MS
4383847,112605,N,SRP14,Affinity Capture-MS
4383847,112604,N,SRP9,Affinity Capture-MS
4383847,112324,N,SRSF1,Affinity Capture-MS
4383847,112326,N,SRSF3,Affinity Capture-MS
4383847,112328,N,SRSF5,Affinity Capture-MS
4383847,112329,N,SRSF6,Affinity Capture-MS
4383847,112619,N,SSB,Affinity Capture-MS
4383847,115457,N,TRIM28,Affinity Capture-MS
4383847,120842,N,TSR1,Affinity Capture-MS
4383847,113159,N,UBA52,Affinity Capture-MS
4383847,113353,N,XRCC5,Affinity Capture-MS
4383847,108822,N,XRCC6,Affinity Capture-MS
4383847,110959,N,YBX1,Affinity Capture-MS
4383847,121203,N,ZC3HAV1,Affinity Capture-MS
121864,130616,ACE2,HIST2H3A,Proximity Label-MS
121864,107036,ACE2,AXL,Proximity Label-MS
121864,112086,ACE2,RPL37,Proximity Label-MS
121864,116161,ACE2,MLLT11,Proximity Label-MS
121864,110131,ACE2,LDHA,Proximity Label-MS
121864,110137,ACE2,LDHB,Proximity Label-MS
121864,108012,ACE2,AKR1C1,Proximity Label-MS
121864,113272,ACE2,VIM,Proximity Label-MS
121864,106549,ACE2,ACACA,Proximity Label-MS
121864,4383848,ACE2,S,Affinity Capture-Western
107036,4383848,AXL,S,Affinity Capture-Western
4383858,4383860,nsp9,nsp12,Reconstituted Complex
4383858,4383858,nsp9,nsp9,Reconstituted Complex
4383858,4383858,nsp9,nsp9,Co-purification
4383860,4383858,nsp12,nsp9,Reconstituted Complex
4383851,117520,nsp2,GIGYF2,Affinity Capture-Western
4383851,114856,nsp2,EIF4E2,Affinity Capture-Western
4383851,124771,nsp2,ZNF598,Affinity Capture-Western
4383851,117520,nsp2,GIGYF2,Co-localization
4383851,117520,nsp2,GIGYF2,Reconstituted Complex
4383851,114856,nsp2,EIF4E2,Reconstituted Complex
117520,4383851,GIGYF2,nsp2,Reconstituted Complex
112731,121864,ADAM17,ACE2,Affinity Capture-Western
107366,121864,CD9,ACE2,Affinity Capture-Western
4383848,121864,S,ACE2,Reconstituted Complex
3951509,3955172,SQSTM1,MAP1LC3A,Affinity Capture-Western
121864,4383848,ACE2,S,Reconstituted Complex
121864,4383848,ACE2,S,Affinity Capture-Luminescence
4383848,121864,S,ACE2,Reconstituted Complex
110466,114366,MMP14,WISP2,Two-hybrid
110466,114366,MMP14,WISP2,Biochemical Activity
110457,114366,MMP2,WISP2,Biochemical Activity
110466,109790,MMP14,CXCL8,Biochemical Activity
110466,112475,MMP14,SLPI,Biochemical Activity
110466,107872,MMP14,CTGF,Biochemical Activity
110466,112979,MMP14,TNF,Biochemical Activity
110466,118090,MMP14,TNFRSF21,Biochemical Activity
4383943,4383943,nsp5ab,nsp5ab,Co-crystal Structure
107858,107858,CSTB,CSTB,Reconstituted Complex
4383916,4383916,N,N,Reconstituted Complex
4383879,108137,S,DPP4,Affinity Capture-Western
4383916,4383916,N,N,Reconstituted Complex
4383879,108137,S,DPP4,Reconstituted Complex
4383890,4383890,nsp5ab,nsp5ab,Co-crystal Structure
4383890,4383890,nsp5ab,nsp5ab,Reconstituted Complex
108137,4383879,DPP4,S,Reconstituted Complex
4383914,4383914,E,E,Reconstituted Complex
113500,4383878,TRIM25,N,Affinity Capture-Western
117121,113500,DDX58,TRIM25,Affinity Capture-Western
4383858,4383858,nsp9,nsp9,Reconstituted Complex
4383848,4383848,S,S,Protein-peptide
4383915,4383915,S,S,Co-crystal Structure
4383879,108137,S,DPP4,Reconstituted Complex
4383848,121864,S,ACE2,Reconstituted Complex
108137,4383879,DPP4,S,Reconstituted Complex
108137,4383879,DPP4,S,Reconstituted Complex
4383879,108137,S,DPP4,Reconstituted Complex
4383847,115448,N,G3BP1,Co-localization
4383847,4383846,N,M,Co-localization
4383864,4383859,nsp16,nsp10,Reconstituted Complex
121864,4383848,ACE2,S,Reconstituted Complex
4383848,121864,S,ACE2,Reconstituted Complex
4383854,4383854,nsp5,nsp5,Co-crystal Structure
110338,4383847,MCL1,N,Affinity Capture-Western
4383847,110338,N,MCL1,Affinity Capture-Western
4383847,110338,N,MCL1,Co-localization
4383847,115283,N,USP15,Co-localization
4383855,109541,nsp6,HSPA5,Affinity Capture-Western
109541,114840,HSPA5,EIF2AK3,Affinity Capture-Western
4383847,120622,N,LSG1,Affinity Capture-MS
4383847,113258,N,VCP,Affinity Capture-MS
4383847,112615,N,TRIM21,Affinity Capture-MS
4383847,109908,N,STT3A,Affinity Capture-MS
4383847,132814,N,HRNR,Affinity Capture-MS
4383847,107197,N,VPS51,Affinity Capture-MS
4383847,116629,N,TCF25,Affinity Capture-MS
4383847,115448,N,G3BP1,Affinity Capture-MS
4383847,109568,N,HSPE1,Affinity Capture-MS
4383847,130616,N,HIST2H3A,Affinity Capture-MS
4383847,112615,N,TRIM21,Affinity Capture-Western
112615,4383847,TRIM21,N,Affinity Capture-Western
112615,4383847,TRIM21,N,Reconstituted Complex
4383867,122820,ORF10,ZYG11B,Reconstituted Complex
4383867,122820,ORF10,ZYG11B,Affinity Capture-Western
4383867,122820,ORF10,ZYG11B,Co-crystal Structure
125319,113264,NLRP3,VDR,Affinity Capture-Western
125319,122599,NLRP3,BRCC3,Affinity Capture-Western
121864,4383848,ACE2,S,Reconstituted Complex
109571,4383848,HSPG2,S,Reconstituted Complex
121864,4383848,ACE2,S,Co-crystal Structure
4383848,109896,S,ITGB3,Reconstituted Complex
4383848,121864,S,ACE2,Reconstituted Complex
4383848,116902,S,NCAPD3,Affinity Capture-MS
4383848,129433,S,RBM20,Affinity Capture-MS
4383848,114632,S,SLC33A1,Affinity Capture-MS
4383848,122015,S,CLSPN,Affinity Capture-MS
4383848,110214,S,LRCH4,Affinity Capture-MS
4383848,111836,S,RALGDS,Affinity Capture-MS
4383848,115187,S,RUSC2,Affinity Capture-MS
4383848,116671,S,USP33,Affinity Capture-MS
4383848,127987,S,QSOX2,Affinity Capture-MS
4383848,111212,S,PEX1,Affinity Capture-MS
4383848,106914,S,ARVCF,Affinity Capture-MS
4383848,116840,S,SIK2,Affinity Capture-MS
4383848,125376,S,SMYD4,Affinity Capture-MS
4383848,114307,S,MPDZ,Affinity Capture-MS
4383848,122155,S,MPP5,Affinity Capture-MS
4383848,120044,S,EPB41L4B,Affinity Capture-MS
4383848,115502,S,INADL,Affinity Capture-MS
4383848,122218,S,GIGYF1,Affinity Capture-MS
4383848,120532,S,OGFOD1,Affinity Capture-MS
4383848,116568,S,SBNO2,Affinity Capture-MS
4383848,114521,S,PAPSS2,Affinity Capture-MS
4383848,119995,S,TMCO1,Affinity Capture-MS
4383848,126769,S,MIB2,Affinity Capture-MS
4383848,115053,S,PPP6R2,Affinity Capture-MS
4383848,112045,S,RPL5,Affinity Capture-MS
4383848,108382,S,EYA4,Affinity Capture-MS
4383848,114923,S,ATP5J2,Affinity Capture-MS
4383848,116393,S,GALNT6,Affinity Capture-MS
4383848,124733,S,MCU,Affinity Capture-MS
4383848,115695,S,TUBGCP3,Affinity Capture-MS
4383848,114076,S,PEX3,Affinity Capture-MS
4383848,123318,S,DDHD1,Affinity Capture-MS
4383848,119585,S,TMEM14C,Affinity Capture-MS
4383848,107182,S,C4B,Affinity Capture-MS
4383848,107181,S,C4A,Affinity Capture-MS
4383848,124642,S,UBE3B,Affinity Capture-MS
4383848,120176,S,ERCC6L,Affinity Capture-MS
4383848,107850,S,SLC25A10,Affinity Capture-MS
4383848,116438,S,MGAT4B,Affinity Capture-MS
4383848,112947,S,TLL1,Affinity Capture-MS
4383848,120037,S,GNL3L,Affinity Capture-MS
4383848,122391,S,NOL6,Affinity Capture-MS
4383848,114340,S,DPM1,Affinity Capture-MS
4383848,107166,S,BUB1B,Affinity Capture-MS
4383848,112109,S,RPS6KA1,Affinity Capture-MS
4383848,111783,S,ABCD3,Affinity Capture-MS
4383848,117194,S,SH3BP4,Affinity Capture-MS
4383848,115979,S,TRAF3IP2,Affinity Capture-MS
4383848,120029,S,RC3H2,Affinity Capture-MS
4383848,121677,S,ARHGAP23,Affinity Capture-MS
4383848,127206,S,EXOC8,Affinity Capture-MS
4383848,126102,S,IQGAP3,Affinity Capture-MS
4383848,122895,S,ARMC5,Affinity Capture-MS
4383848,124527,S,DOCK7,Affinity Capture-MS
4383848,113135,S,TUFM,Affinity Capture-MS
4383848,109426,S,HNRNPF,Affinity Capture-MS
4383848,115047,S,EDEM1,Affinity Capture-MS
4383848,119059,S,PIK3R4,Affinity Capture-MS
4383848,117060,S,SCRIB,Affinity Capture-MS
4383848,117487,S,RPAP1,Affinity Capture-MS
4383848,121312,S,ADCK3,Affinity Capture-MS
4383848,110642,S,MTR,Affinity Capture-MS
4383848,106534,S,AARS,Affinity Capture-MS
4383848,110415,S,MGST3,Affinity Capture-MS
4383848,115254,S,LPGAT1,Affinity Capture-MS
4383848,124645,S,PAPLN,Affinity Capture-MS
4383848,116698,S,WAPAL,Affinity Capture-MS
4383848,109346,S,HK2,Affinity Capture-MS
4383848,121400,S,RTN4,Affinity Capture-MS
4383848,124791,S,AP5B1,Affinity Capture-MS
4383848,122434,S,AACS,Affinity Capture-MS
4383848,118968,S,SEC61A1,Affinity Capture-MS
4383848,121906,S,EXOC4,Affinity Capture-MS
4383848,109828,S,IMPDH2,Affinity Capture-MS
4383848,120389,S,RNF31,Affinity Capture-MS
4383848,122346,S,SLC30A5,Affinity Capture-MS
4383848,123038,S,WLS,Affinity Capture-MS
4383848,116787,S,LPIN1,Affinity Capture-MS
4383848,113990,S,SLC25A11,Affinity Capture-MS
4383848,119441,S,ERGIC2,Affinity Capture-MS
4383848,121253,S,NCLN,Affinity Capture-MS
4383848,107429,S,CDC25B,Affinity Capture-MS
4383848,110912,S,CNOT4,Affinity Capture-MS
4383848,116695,S,ZNF609,Affinity Capture-MS
4383848,122340,S,LPIN3,Affinity Capture-MS
4383848,114068,S,PPFIBP1,Affinity Capture-MS
4383848,122517,S,TMEM223,Affinity Capture-MS
4383848,119317,S,ASB3,Affinity Capture-MS
4383848,108017,S,DDOST,Affinity Capture-MS
4383848,108122,S,DNM2,Affinity Capture-MS
4383848,121002,S,NKRF,Affinity Capture-MS
4383848,116963,S,SIK3,Affinity Capture-MS
4383848,106898,S,ARNT,Affinity Capture-MS
4383848,116190,S,ILVBL,Affinity Capture-MS
4383848,114398,S,SGPL1,Affinity Capture-MS
4383848,119984,S,CHPF2,Affinity Capture-MS
4383848,116399,S,HPS5,Affinity Capture-MS
4383848,110108,S,LAMB3,Affinity Capture-MS
4383848,113148,S,TYK2,Affinity Capture-MS
4383848,117531,S,POLDIP2,Affinity Capture-MS
4383848,119537,S,ANAPC5,Affinity Capture-MS
4383848,128444,S,TUBB,Affinity Capture-MS
4383848,121235,S,C15orf39,Affinity Capture-MS
4383848,108862,S,GALNT2,Affinity Capture-MS
4383848,115062,S,KIAA0226,Affinity Capture-MS
