Protein Virus,Protein Người,Protein Chung
,ECI1,HARS2
,GPR37,C6orf120
,MROH1,NR5A2
,PYROXD2,ECI1
,RBFOX3,GPR37
,ACADSB,MROH1
,ELF3,PYROXD2
,PDPR,RBFOX3
,WDR72,ACADSB
,GUF1,ELF3
,COX2,PDPR
,C2orf47,WDR72
,JAK2,GUF1
,AK4,COX2
,FANCG,C2orf47
,HSPA1A,JAK2
,SSBP1,AK4
,FH,FANCG
,ATP5B,HSPA1A
,SURF4,SSBP1
,HERC1,FH
,MTHFD1,ATP5B
,SLC4A2,SURF4
,DTYMK,HERC1
,WWP2,MTHFD1
,STUB1,SLC4A2
,TBCE,DTYMK
,PSAT1,WWP2
,NOTCH2,STUB1
,NAPA,TBCE
,USP34,PSAT1
,ATR,NOTCH2
,OAT,NAPA
,FKBP8,USP34
,TM9SF3,ATR
,C19orf70,OAT
,TMED7,FKBP8
,ZMPSTE24,TM9SF3
,PTPMT1,C19orf70
,GPD2,TMED7
,GOLIM4,ZMPSTE24
,GORASP2,PTPMT1
,NT5C3A,GPD2
,TGFBI,GOLIM4
,SERPINE1,GORASP2
,SRPK2,NT5C3A
,TIMM44,TGFBI
,YME1L1,SERPINE1
,SNAP47,SRPK2
,NADK2,TIMM44
,VPS13B,YME1L1
,EIF2S1,SNAP47
,ALAS1,NADK2
,ALDH3A2,VPS13B
,RPL13A,EIF2S1
,POLDIP2,ALAS1
,ERAL1,ALDH3A2
,GLUD1,RPL13A
,MRPS28,POLDIP2
,NDUFAF4,ERAL1
,PRMT1,GLUD1
,HSPA8,MRPS28
,ARF4,NDUFAF4
,ACADVL,PRMT1
,NDUFS1,HSPA8
,NDUFV2,ARF4
,NDUFV3,ACADVL
,ATP5A1,NDUFS1
,OXA1L,NDUFV2
,PNPLA8,NDUFV3
,MRPS17,ATP5A1
,C17orf80,OXA1L
,PRR11,PNPLA8
,SAR1A,MRPS17
,CCDC47,C17orf80
,PSMC1,PRR11
,RPL7,SAR1A
,RPL12,CCDC47
,RPL13,PSMC1
,DDRGK1,RPL7
,UBA52,RPL12
,CAD,RPL13
,AAAS,DDRGK1
,GFM1,UBA52
,RAB11A,CAD
,DPP9,AAAS
,DHRS3,GFM1
,SEC22B,RAB11A
,MTRF1,DPP9
,NUP155,DHRS3
,KIAA0391,SEC22B
,GNPDA1,MTRF1
,SLC25A15,NUP155
,SLC35B1,KIAA0391
,RRAGB,GNPDA1
,GNB2L1,SLC25A15
,SLC9A6,SLC35B1
,RPP30,RRAGB
,MRPL3,GNB2L1
,FBXO17,SLC9A6
,COX20,RPP30
,CLN3,MRPL3
,NDUFA11,FBXO17
,COX15,COX20
,SLC25A10,CLN3
,DDB1,NDUFA11
,AKR1C2,COX15
,NQO1,SLC25A10
,EEF1A1,DDB1
,ALDH1A1,AKR1C2
,ACSL4,NQO1
,ALDH3B1,EEF1A1
,HSPA4L,ALDH1A1
,FASTKD2,ACSL4
,SBNO2,ALDH3B1
,ABCB7,HSPA4L
,KDM1A,FASTKD2
,WDR43,SBNO2
,GANAB,ABCB7
,FBXW11,KDM1A
,ANGEL1,WDR43
,PPWD1,GANAB
,TMED3,FBXW11
,EML2,ANGEL1
,PRKD2,PPWD1
,KBTBD2,TMED3
,GDI2,EML2
,DIMT1,PRKD2
,CFAP20,KBTBD2
,GSR,GDI2
,SLC25A6,DIMT1
,HADHB,CFAP20
,HGD,GSR
,NT5C,SLC25A6
,APEX1,HADHB
,IMPA2,HGD
,NHLRC2,NT5C
,ARHGDIA,APEX1
,LLGL2,IMPA2
,ME1,NHLRC2
,ACLY,ARHGDIA
,ISOC1,LLGL2
,DDX47,ME1
,TMEM14C,ACLY
,TM7SF3,ISOC1
,PFN2,DDX47
,PGAM2,TMEM14C
,PKM,TM7SF3
,PLRG1,PFN2
,MARCH5,PGAM2
,TMEM104,PKM
,ELP3,PLRG1
,PPP2R2A,MARCH5
,PARL,TMEM104
,MAP2K3,ELP3
,PSMD2,PPP2R2A
,CORO1B,PARL
,RPTOR,MAP2K3
,RAP1A,PSMD2
,RPL15,CORO1B
,RPL18,RPTOR
,MCCC2,RAP1A
,SORD,RPL15
,GATSL2,RPL18
,UGP2,MCCC2
,UPP1,SORD
,SLC25A20,GATSL2
,SLC52A2,UGP2
,RNF34,UPP1
,PAAF1,SLC25A20
,SLC25A16,SLC52A2
,POLR1B,RNF34
,CIRH1A,PAAF1
,PDXK,SLC25A16
,RSPRY1,POLR1B
,RCE1,CIRH1A
,TRIM37,PDXK
,DRG1,RSPRY1
,NFX1,RCE1
,TTC4,TRIM37
,CDC16,DRG1
,SKAP2,NFX1
,VPS35,TTC4
,TRAK2,CDC16
,FKBP4,SKAP2
,ZGRF1,VPS35
,MRPS9,TRAK2
,MCM8,FKBP4
,RMDN2,ZGRF1
,CISD1,MRPS9
,SCYL3,MCM8
,RAD21,RMDN2
,BLZF1,CISD1
,RPL10,SCYL3
,SLC39A11,RAD21
,PON2,BLZF1
,ATAD1,RPL10
,UBR3,SLC39A11
,ANAPC7,PON2
,NDNL2,ATAD1
,ASMTL,UBR3
,NPEPPS,ANAPC7
,TTC37,NDNL2
,SMC4,ASMTL
,POLR3A,NPEPPS
,AKAP10,TTC37
,DDX20,SMC4
,COPB1,POLR3A
,DMWD,AKAP10
,DYRK1A,DDX20
,CBWD5,COPB1
,MED13L,DMWD
,HERC4,DYRK1A
,GBE1,CBWD5
,MAN2C1,MED13L
,MCM4,HERC4
,EIF2AK4,GBE1
,MTR,MAN2C1
,PFAS,MCM4
,PHB,EIF2AK4
,POLR2B,MTR
,RIC8B,PFAS
,APPL2,PHB
,PANK4,POLR2B
,UBA6,RIC8B
,MTA3,APPL2
,CC2D2A,PANK4
,RBBP4,UBA6
,RRM1,MTA3
,TROVE2,CC2D2A
,E2F8,RBBP4
,VWA9,RRM1
,USP11,TROVE2
,SMC1A,E2F8
,PRMT9,VWA9
,EFTUD2,USP11
,MED13,SMC1A
,NPAT,PRMT9
,POLR2C,EFTUD2
,C11orf30,MED13
,FBXO30,NPAT
,ATP6V1F,POLR2C
,KIF13B,C11orf30
,TDRKH,FBXO30
,SPRYD4,ATP6V1F
,FAM73A,KIF13B
,MFF,TDRKH
,CALCOCO1,SPRYD4
,LYRM7,FAM73A
,MTFR1,MFF
,FAM171A2,CALCOCO1
,GRN,LYRM7
,FEM1B,MTFR1
,SLC25A13,FAM171A2
,ECI2,GRN
,MRPS30,FEM1B
,ALPK2,SLC25A13
,KLHDC7A,ECI2
,CRAT,MRPS30
,CYP24A1,ALPK2
,ALDH1L2,KLHDC7A
,DECR1,CRAT
,DLAT,CYP24A1
,DNM1,ALDH1L2
,ECH1,DECR1
,PLD6,DLAT
,ALDH1B1,DNM1
,FDXR,ECH1
,BCL2L13,PLD6
,NAT9,ALDH1B1
,FBXL4,FDXR
,HIBCH,BCL2L13
,HK1,NAT9
,ICT1,FBXL4
,IDH2,HIBCH
,MTX3,HK1
,GSTK1,ICT1
,LETM1,IDH2
,TOMM5,MTX3
,MCL1,GSTK1
,ME2,LETM1
,MTIF2,TOMM5
,MUT,MCL1
,OGDH,ME2
,AK3,MTIF2
,ARMCX3,MUT
,MRPL48,OGDH
,MRPS23,AK3
,PDK3,ARMCX3
,COQ3,MRPL48
,POLG,MRPS23
,GDAP1,PDK3
,POLRMT,COQ3
,OCIAD1,POLG
,MARC2,GDAP1
,RNMTL1,POLRMT
,EXD2,OCIAD1
,RHOT1,MARC2
,DHTKD1,RNMTL1
,FOXRED1,EXD2
,MFN1,RHOT1
,ACN9,DHTKD1
,RARS2,FOXRED1
,VARS2,MFN1
,NLN,ACN9
,QARS,RARS2
,ELAC2,VARS2
,TFB2M,NLN
,ATPAF1,QARS
,SPATA20,ELAC2
,LPIN3,TFB2M
,NT5DC2,ATPAF1
,FUNDC2,SPATA20
,SUPV3L1,LPIN3
,UQCRC2,NT5DC2
,UQCRFS1,FUNDC2
,CARS2,SUPV3L1
,MRPL24,UQCRC2
,TEFM,UQCRFS1
,TRMT2B,CARS2
,HKDC1,MRPL24
,TRABD,TEFM
,PUS1,TRMT2B
,ACAD10,HKDC1
,AKAP1,TRABD
,ARMC10,PUS1
,HSDL2,ACAD10
,NOA1,AKAP1
,HINT2,ARMC10
,SUCLG2,HSDL2
,RHOT2,NOA1
,MRPS36,HINT2
,TBRG4,SUCLG2
,MRPL19,RHOT2
,MFN2,MRPS36
,BAX,TBRG4
,HSPE1,MRPL19
,LRRC57,MFN2
,ADD2,BAX
,AGAP1,HSPE1
,AKT2,LRRC57
,ANKRD26,ADD2
,AP1G1,AGAP1
,AP1S2,AKT2
,ARAP2,ANKRD26
,C2CD5,AP1G1
,CCNY,AP1S2
,CYP7B1,ARAP2
,EEPD1,C2CD5
,ETNK1,CCNY
,FAM92A1,CYP7B1
,FNBP1,EEPD1
,GPRIN3,ETNK1
,KIAA0754,FAM92A1
,LLGL1,FNBP1
,LRRTM4,GPRIN3
,MAP4K3,KIAA0754
,MTHFR,LLGL1
,MTMR10,LRRTM4
,PARD6B,MAP4K3
,PIK3CB,MTHFR
,PIPSL,MTMR10
,PRR5,PARD6B
,PSD3,PIK3CB
,PTPN3,PIPSL
,RAP1B,PRR5
,SBF1,PSD3
,C9orf84,PTPN3
,SIRPA,RAP1B
,STK11,SBF1
,STXBP6,C9orf84
,TC2N,SIRPA
,TDRP,STK11
,TIAM1,STXBP6
,USP46,TC2N
,VPS13D,TDRP
,TNRC6B,TIAM1
,RUVBL2,USP46
,ANAPC16,VPS13D
,DGKH,TNRC6B
,ENDOG,RUVBL2
,HELZ,ANAPC16
,RBM42,DGKH
,TMA7,ENDOG
,TPI1,HELZ
,HERC5,RBM42
,FAU,TMA7
,H1F0,TPI1
,MRPL20,HERC5
,PALD1,FAU
,PDCL,H1F0
,HIST1H1C,MRPL20
,WBSCR16,PALD1
,ZNF771,PDCL
,HIST2H2AC,HIST1H1C
,HMGB3,WBSCR16
,PPM1G,ZNF771
,PSMG2,HIST2H2AC
,ABL2,HMGB3
,RPL26L1,PPM1G
,LIN54,PSMG2
,MB21D2,ABL2
,DNM1L,RPL26L1
,C11orf98,LIN54
,RPS13,MB21D2
,ARMCX2,DNM1L
,ISG20,C11orf98
,MSRB3,RPS13
,PCMTD2,ARMCX2
,PPM1A,ISG20
,ANKS6,MSRB3
,ACP1,PCMTD2
,RMDN3,PPM1A
,GNAI2,ANKS6
,H2AFX,ACP1
,H2AFY2,RMDN3
,MCTS1,GNAI2
,NUDT19,H2AFX
,PHIP,H2AFY2
,PIN1,MCTS1
,SLC25A46,NUDT19
,SMCR8,PHIP
,TBC1D19,PIN1
,PSMD7,SLC25A46
,MYL4,SMCR8
,KCNT2,TBC1D19
,CYP2J2,PSMD7
,FLT4,MYL4
,TUBA1B,KCNT2
,SKP1,CYP2J2
,ACTG1,FLT4
,RNF187,TUBA1B
,DHX33,SKP1
,DEPDC7,ACTG1
,TAS2R39,RNF187
,DHFR,DHX33
,FCHSD2,DEPDC7
,TPD52L1,TAS2R39
,PPFIBP2,DHFR
,ASAP3,FCHSD2
,KIF13A,TPD52L1
,ARHGAP32,PPFIBP2
,CREG1,ASAP3
,AP1S1,KIF13A
,DNAJB5,ARHGAP32
,GCN1L1,CREG1
,CSE1L,AP1S1
,TBC1D15,DNAJB5
,FASN,GCN1L1
,EXOSC9,CSE1L
,PELP1,TBC1D15
,EXOSC1,FASN
,OXSR1,EXOSC9
,IKBKG,PELP1
,TP53,EXOSC1
,TPM3,OXSR1
,KRT19,IKBKG
,ACTB,TP53
,SEC61A2,TPM3
,ACTR3,KRT19
,KRT18,ACTB
,TOP1,SEC61A2
,MYH9,ACTR3
,ACTC1,KRT18
,DSP,TOP1
,SARS2,MYH9
,EEF2,ACTC1
,CTBP1,DSP
,CMC2,SARS2
,CYFIP2,EEF2
,RAD54L2,CTBP1
,PRPS1,CMC2
,PNO1,CYFIP2
,EEF1E1,RAD54L2
,GAR1,PRPS1
,FAM195B,PNO1
,GMPS,EEF1E1
,KRT1,GAR1
,APRT,FAM195B
,FLNC,GMPS
,EXOSC4,KRT1
,EXOSC10,APRT
,RN7SL1,FLNC
,HIST1H1E,EXOSC4
,USP22,EXOSC10
,HIST2H3PS2,RN7SL1
,COX6A1,HIST1H1E
,HIST1H2AG,USP22
,HIST1H2AK,HIST2H3PS2
,HIST1H2AL,COX6A1
,HIST1H3H,HIST1H2AG
,HIST1H4B,HIST1H2AK
,HIST1H4C,HIST1H2AL
,HOXC10,HIST1H3H
,BOK,HIST1H4B
,USP29,HIST1H4C
,TRIM28,HOXC10
,PSMC5,BOK
,MRPL9,USP29
,PLCB4,TRIM28
,RGS12,PSMC5
,MLPH,MRPL9
,PLEKHA6,PLCB4
,KIAA1522,RGS12
,CNKSR3,MLPH
,PLEKHN1,PLEKHA6
,DGKD,KIAA1522
,STK10,CNKSR3
,USP31,PLEKHN1
,TANC2,DGKD
,EHBP1,STK10
,GIT2,USP31
,ATP11A,TANC2
,RALGAPA2,EHBP1
,STXBP5,GIT2
,NCOA7,ATP11A
,ADRA1B,RALGAPA2
,AFAP1L2,STXBP5
,CDC42EP2,NCOA7
,NHSL2,ADRA1B
,PLSCR4,AFAP1L2
,YIPF1,CDC42EP2
,PPP1R16A,NHSL2
,SHANK2,PLSCR4
,MAGI3,YIPF1
,BCAS1,PPP1R16A
,PTGFRN,SHANK2
,PLEKHO2,MAGI3
,INPP5A,BCAS1
,GPRIN2,PTGFRN
,TPD52,PLEKHO2
,FGD6,INPP5A
,UACA,GPRIN2
,EPS8,TPD52
,THBD,FGD6
,RFFL,UACA
,GNA11,EPS8
,C10orf32,THBD
,CLCN3,RFFL
,ALG2,GNA11
,CMTM6,C10orf32
,EVA1B,CLCN3
,TMBIM1,ALG2
,PLCXD1,CMTM6
,TNNI3,EVA1B
,ASB1,TMBIM1
,CASQ2,PLCXD1
,MYL2,TNNI3
,COMTD1,ASB1
,SNX8,CASQ2
,RFC3,MYL2
,HBS1L,COMTD1
,NELFA,SNX8
,FAM96A,RFC3
,NDUFB4,HBS1L
,BAD,NELFA
,MACROD1,FAM96A
,MLKL,NDUFB4
,MICU1,BAD
,FECH,MACROD1
,MICU2,MLKL
,MRPS16,MICU1
,CSNK2A1,FECH
,CPSF7,MICU2
,MRPL4,MRPS16
,AMACR,CSNK2A1
,NME2,CPSF7
,SLC25A24,MRPL4
,PPP2R1B,AMACR
,GPD1L,NME2
,IRS4,SLC25A24
,CORO7,PPP2R1B
,TOMM34,GPD1L
,YEATS2,IRS4
,DCP1B,CORO7
,CCZ1B,TOMM34
,MLF1,YEATS2
,LOH12CR1,DCP1B
,C11orf74,CCZ1B
,PPP3R1,MLF1
,NCL,LOH12CR1
,HAT1,C11orf74
,NUTM1,PPP3R1
,TERF1,NCL
,SP6,HAT1
,LCA5,NUTM1
,CDCA4,TERF1
,TRIM51,SP6
,HIST1H4A,LCA5
,NOL3,CDCA4
,NOL11,TRIM51
,RIPK2,HIST1H4A
,TRIP12,NOL3
,NIFK,NOL11
,VASP,RIPK2
,RFC5,TRIP12
,HIST3H3,NIFK
,H3F3A,VASP
,KCMF1,RFC5
,WDR36,HIST3H3
,SF3B5,H3F3A
,HIST2H3A,KCMF1
,HIST3H2BB,WDR36
,HIST1H2BM,SF3B5
,H2AFV,HIST2H3A
,HIST1H2AD,HIST3H2BB
,TUBA1A,HIST1H2BM
,EEF1A1P5,H2AFV
,KPNA6,HIST1H2AD
,KPNA1,TUBA1A
,MAPK14,EEF1A1P5
,DNAH2,KPNA6
,PLK5,KPNA1
,SEMA6C,MAPK14
,PKN1,DNAH2
,RYR1,PLK5
,KIAA1467,SEMA6C
,NOS1AP,PKN1
,CDC6,RYR1
,LZTR1,KIAA1467
,SDK2,NOS1AP
,PXN,CDC6
,DOT1L,LZTR1
,FAM84B,SDK2
,BCORL1,PXN
,ZNF552,DOT1L
,CENPJ,FAM84B
,CAMK2G,BCORL1
,NEK2,ZNF552
,RNF126,CENPJ
,HLA-DRA,CAMK2G
,PLXNB1,NEK2
,HSD17B8,RNF126
,LSM10,HLA-DRA
,SVIP,ORF1a
,ARL5B,PLXNB1
,ELMOD3,HSD17B8
,AMPH,LSM10
,RALGPS2,SVIP
,ANTXR2,ARL5B
,ATP10D,ELMOD3
,DENND1B,AMPH
,LPHN1,RALGPS2
,RLIM,ANTXR2
,MBP,ATP10D
,,DENND1B
,,LPHN1
,,RLIM
,,MBP
